"contrast","estimate","SE","df","t.ratio","p.value"
"entry9 - entry36",-1.82189854010403,2.32151100818379,328,-0.784789963812998,1
"entry9 - entry37",-4.0372292485607,2.29756064711866,328,-1.75718070973392,0.999714987213785
"entry9 - entry40",-2.76245453270453,2.31581616862285,328,-1.19286434309131,0.999999991328289
"entry9 - entry41",4.11706949972771,2.3635160459209,328,1.74192576641618,0.999765110018588
"entry9 - entry42",-2.23570560665912,2.30657758537926,328,-0.969273967123683,0.999999999990106
"entry9 - entry43",6.09883188260731,2.31874188301206,328,2.63023319986133,0.829072567150439
"entry9 - entry44",3.52314861207304,2.3013407752211,328,1.53091130614264,0.999989464708976
"entry9 - entry45",-3.41537964919678,2.30960368557755,328,-1.47877303388643,0.999995738402784
"entry9 - entry46",0.604681353178261,2.31011757361589,328,0.261753496914787,1
"entry10 - entry11",-9.72225822122765,2.27657313274118,328,-4.27056705598613,0.0157296432674525
"entry10 - entry12",-2.19539180673916,2.27911365430837,328,-0.9632656109927,0.999999999992079
"entry10 - entry13",-7.60427526058938,2.28794099670463,328,-3.32363258997586,0.294683587906821
"entry10 - entry14",-12.3900314410246,2.28198606406001,328,-5.42949478796589,8.86055219530002e-05
"entry10 - entry15",-10.1503412822866,2.28301314797352,328,-4.44602839510422,0.00789518615569273
"entry10 - entry16",-9.75889427701339,2.28248156273681,328,-4.27556324499375,0.015432260829581
"entry10 - entry17",-8.9186540593301,2.28514147663942,328,-3.90288923049354,0.0583064008629455
"entry10 - entry18",-3.32848587341892,2.31851434372501,328,-1.43561150804496,0.999998077811094
"entry10 - entry20",-12.5606372613824,2.29062722187836,328,-5.48349253052291,6.74125913391332e-05
"entry10 - entry21",-9.37394008343271,2.27188541077063,328,-4.12606200955048,0.0269295272419081
"entry10 - entry22",-7.68610475044444,2.2874870567031,328,-3.36006480470419,0.271126303881221
"entry10 - entry23",-7.02526577894754,2.28967244390763,328,-3.06824052394061,0.488273056363034
"entry10 - entry24",-9.89792405502043,2.32293720570107,328,-4.26095205274101,0.016316673542024
"entry10 - entry25",-6.30625580398568,2.29985434490581,328,-2.7420239972823,0.753747880856104
"entry10 - entry26",-16.2392607638325,2.36375575436469,328,-6.87010945773336,2.76509204422126e-08
"entry10 - entry27",-8.68426514418806,2.35082341191779,328,-3.69413759458158,0.111983811218599
"entry10 - entry28",-7.1453945292944,2.28744998592556,328,-3.1237380372289,0.442849598783161
"entry10 - entry29",-5.57784166048419,2.2888381493147,328,-2.43697513612059,0.924058240236783
"entry10 - entry30",-3.55677634719849,2.28178313774772,328,-1.55877054587636,0.999983319807941
"entry10 - entry31",-2.85925109245684,2.28474908925454,328,-1.25145080740124,0.999999962554647
